sys_time,timestamp,duration,x,y,z,rx,ry,rz,dz,total_dz,speed_mmin
2026-01-08T08:21:15.921573Z,2026-01-08T08:21:15.921573Z,,1815.637,379.713,-22.606,-179.36,-0.04,59.295,,,1.643
2026-01-08T08:21:15.941573Z,2026-01-08T08:21:15.941573Z,,1815.905,379.76,-22.116,-179.34,-0.087,59.452,,,1.613
2026-01-08T08:21:15.961573Z,2026-01-08T08:21:15.961573Z,,1815.45,379.964,-22.435,-179.48,-0.125,59.353,,,1.649
2026-01-08T08:21:15.981573Z,2026-01-08T08:21:15.981573Z,,1815.957,379.564,-22.289,-179.331,-0.03,59.389,,,1.682
2026-01-08T08:21:16.001573Z,2026-01-08T08:21:16.001573Z,,1815.764,379.966,-22.163,-179.347,-0.097,59.471,,,1.673
2026-01-08T08:21:16.021573Z,2026-01-08T08:21:16.021573Z,,1815.747,379.321,-22.661,-179.421,-0.082,59.395,,,1.686
2026-01-08T08:21:16.041573Z,2026-01-08T08:21:16.041573Z,,1815.913,379.72,-22.279,-179.421,-0.202,59.367,,,1.622
2026-01-08T08:21:16.061573Z,2026-01-08T08:21:16.061573Z,,1815.086,379.903,-22.192,-179.461,-0.083,59.347,,,1.696
2026-01-08T08:21:16.081573Z,2026-01-08T08:21:16.081573Z,,1815.165,379.036,-22.433,-179.45,-0.158,59.329,,,1.606
2026-01-08T08:21:16.101573Z,2026-01-08T08:21:16.101573Z,,1815.134,379.128,-22.083,-179.285,-0.2,59.295,,,1.533
2026-01-08T08:21:16.121573Z,2026-01-08T08:21:16.121573Z,,1815.799,379.957,-22.903,-179.466,-0.053,59.471,,,1.555
2026-01-08T08:21:16.141573Z,2026-01-08T08:21:16.141573Z,,1815.033,379.483,-22.704,-179.47,-0.138,59.303,,,1.696
2026-01-08T08:21:16.161573Z,2026-01-08T08:21:16.161573Z,,1815.194,379.869,-22.036,-179.286,-0.071,59.377,,,1.54
2026-01-08T08:21:16.181573Z,2026-01-08T08:21:16.181573Z,,1815.473,379.194,-22.048,-179.357,-0.165,59.486,,,1.633
2026-01-08T08:21:16.201573Z,2026-01-08T08:21:16.201573Z,,1815.312,379.989,-22.763,-179.444,-0.181,59.361,,,1.655
2026-01-08T08:21:16.221573Z,2026-01-08T08:21:16.221573Z,,1815.961,379.16,-22.592,-179.336,-0.206,59.443,,,1.629
2026-01-08T08:21:16.241573Z,2026-01-08T08:21:16.241573Z,,1815.256,379.623,-22.692,-179.305,-0.123,59.44,,,1.566
2026-01-08T08:21:16.261573Z,2026-01-08T08:21:16.261573Z,,1815.172,379.083,-22.866,-179.456,-0.062,59.48,,,1.524
2026-01-08T08:21:16.281573Z,2026-01-08T08:21:16.281573Z,,1815.886,379.211,-22.447,-179.442,-0.163,59.389,,,1.543
2026-01-08T08:21:16.301573Z,2026-01-08T08:21:16.301573Z,,1815.845,379.815,-22.493,-179.314,-0.046,59.301,,,1.581
2026-01-08T08:21:16.321573Z,2026-01-08T08:21:16.321573Z,,1815.101,379.849,-22.783,-179.455,-0.147,59.406,,,1.523
2026-01-08T08:21:16.341573Z,2026-01-08T08:21:16.341573Z,,1815.922,379.255,-22.899,-179.447,-0.213,59.449,,,1.659
2026-01-08T08:21:16.361573Z,2026-01-08T08:21:16.361573Z,,1815.89,379.784,-22.622,-179.398,-0.122,59.454,,,1.532
2026-01-08T08:21:16.381573Z,2026-01-08T08:21:16.381573Z,,1815.372,379.474,-22.21,-179.326,-0.195,59.347,,,1.555
2026-01-08T08:21:16.401573Z,2026-01-08T08:21:16.401573Z,,1815.402,379.967,-22.254,-179.361,-0.146,59.303,,,1.61
2026-01-08T08:21:16.421573Z,2026-01-08T08:21:16.421573Z,,1815.821,379.461,-22.148,-179.474,-0.165,59.324,,,1.536
2026-01-08T08:21:16.441573Z,2026-01-08T08:21:16.441573Z,,1815.941,379.184,-22.201,-179.424,-0.164,59.435,,,1.535
2026-01-08T08:21:16.461573Z,2026-01-08T08:21:16.461573Z,,1815.412,379.792,-22.364,-179.387,-0.215,59.342,,,1.671
2026-01-08T08:21:16.481573Z,2026-01-08T08:21:16.481573Z,,1815.962,379.027,-22.03,-179.384,-0.185,59.292,,,1.513
2026-01-08T08:21:16.501573Z,2026-01-08T08:21:16.501573Z,,1815.088,379.77,-22.278,-179.335,-0.124,59.401,,,1.513
2026-01-08T08:21:16.521573Z,2026-01-08T08:21:16.521573Z,,1815.591,379.155,-22.52,-179.346,-0.17,59.357,,,1.5
2026-01-08T08:21:16.541573Z,2026-01-08T08:21:16.541573Z,,1815.795,379.211,-22.488,-179.297,-0.132,59.322,,,1.572
2026-01-08T08:21:16.561573Z,2026-01-08T08:21:16.561573Z,,1815.134,379.649,-22.474,-179.439,-0.147,59.309,,,1.645
2026-01-08T08:21:16.581573Z,2026-01-08T08:21:16.581573Z,,1815.431,379.462,-22.664,-179.415,-0.179,59.305,,,1.635
2026-01-08T08:21:16.601573Z,2026-01-08T08:21:16.601573Z,,1815.36,379.777,-22.939,-179.355,-0.05,59.384,,,1.562
2026-01-08T08:21:16.621573Z,2026-01-08T08:21:16.621573Z,,1815.958,379.832,-22.488,-179.418,-0.21,59.309,,,1.62
2026-01-08T08:21:16.641573Z,2026-01-08T08:21:16.641573Z,,1815.914,379.799,-22.476,-179.32,-0.162,59.442,,,1.535
2026-01-08T08:21:16.661573Z,2026-01-08T08:21:16.661573Z,,1815.524,379.126,-22.723,-179.301,-0.042,59.407,,,1.515
2026-01-08T08:21:16.681573Z,2026-01-08T08:21:16.681573Z,,1815.076,379.099,-22.731,-179.476,-0.107,59.357,,,1.64
2026-01-08T08:21:16.701573Z,2026-01-08T08:21:16.701573Z,,1815.439,379.319,-22.107,-179.31,-0.106,59.461,,,1.59
2026-01-08T08:21:16.721573Z,2026-01-08T08:21:16.721573Z,,1815.714,379.4,-22.809,-179.387,-0.067,59.295,,,1.662
2026-01-08T08:21:16.741573Z,2026-01-08T08:21:16.741573Z,,1815.096,379.399,-22.508,-179.323,-0.083,59.401,,,1.685
2026-01-08T08:21:16.761573Z,2026-01-08T08:21:16.761573Z,,1815.687,379.179,-22.958,-179.285,-0.127,59.338,,,1.533
2026-01-08T08:21:16.781573Z,2026-01-08T08:21:16.781573Z,,1815.685,379.688,-22.128,-179.305,-0.065,59.479,,,1.565
2026-01-08T08:21:16.801573Z,2026-01-08T08:21:16.801573Z,,1815.159,379.789,-22.687,-179.42,-0.164,59.453,,,1.638
2026-01-08T08:21:16.821573Z,2026-01-08T08:21:16.821573Z,,1815.424,379.821,-22.502,-179.425,-0.185,59.47,,,1.662
2026-01-08T08:21:16.841573Z,2026-01-08T08:21:16.841573Z,,1815.308,379.579,-22.396,-179.372,-0.145,59.357,,,1.641
2026-01-08T08:21:16.861573Z,2026-01-08T08:21:16.861573Z,,1815.746,379.906,-22.603,-179.36,-0.164,59.48,,,1.542
2026-01-08T08:21:16.881573Z,2026-01-08T08:21:16.881573Z,,1815.796,379.031,-22.984,-179.292,-0.107,59.364,,,1.637
2026-01-08T08:21:16.901573Z,2026-01-08T08:21:16.901573Z,,1815.059,379.583,-22.296,-179.375,-0.161,59.315,,,1.628
2026-01-08T08:21:16.921573Z,2026-01-08T08:21:16.921573Z,,1815.828,379.473,-22.15,-179.386,-0.077,59.439,,,1.7
2026-01-08T08:21:16.941573Z,2026-01-08T08:21:16.941573Z,,1815.429,379.052,-22.378,-179.312,-0.205,59.332,,,1.684
2026-01-08T08:21:16.961573Z,2026-01-08T08:21:16.961573Z,,1815.415,379.593,-22.201,-179.293,-0.051,59.371,,,1.572
2026-01-08T08:21:16.981573Z,2026-01-08T08:21:16.981573Z,,1815.666,379.21,-22.553,-179.406,-0.145,59.305,,,1.503
2026-01-08T08:21:17.001573Z,2026-01-08T08:21:17.001573Z,,1815.18,379.837,-22.439,-179.383,-0.099,59.397,,,1.668
2026-01-08T08:21:17.021573Z,2026-01-08T08:21:17.021573Z,,1815.953,379.479,-22.769,-179.426,-0.057,59.302,,,1.547
2026-01-08T08:21:17.041573Z,2026-01-08T08:21:17.041573Z,,1815.872,379.141,-22.982,-179.367,-0.089,59.453,,,1.666
2026-01-08T08:21:17.061573Z,2026-01-08T08:21:17.061573Z,,1815.726,379.734,-22.153,-179.419,-0.057,59.465,,,1.62
2026-01-08T08:21:17.081573Z,2026-01-08T08:21:17.081573Z,,1815.561,379.202,-22.856,-179.324,-0.171,59.408,,,1.683
2026-01-08T08:21:17.101573Z,2026-01-08T08:21:17.101573Z,,1815.288,379.486,-22.901,-179.333,-0.039,59.319,,,1.535
2026-01-08T08:21:17.121573Z,2026-01-08T08:21:17.121573Z,,1815.087,379.209,-22.604,-179.391,-0.127,59.339,,,1.588
2026-01-08T08:21:17.141573Z,2026-01-08T08:21:17.141573Z,,1815.842,379.79,-22.096,-179.371,-0.07,59.429,,,1.626
2026-01-08T08:21:17.161573Z,2026-01-08T08:21:17.161573Z,,1815.729,379.888,-22.257,-179.366,-0.182,59.357,,,1.644
2026-01-08T08:21:17.181573Z,2026-01-08T08:21:17.181573Z,,1815.107,379.978,-22.498,-179.31,-0.038,59.331,,,1.644
2026-01-08T08:21:17.201573Z,2026-01-08T08:21:17.201573Z,,1815.56,379.231,-22.123,-179.314,-0.143,59.47,,,1.672
2026-01-08T08:21:17.221573Z,2026-01-08T08:21:17.221573Z,,1815.19,379.917,-22.384,-179.435,-0.093,59.485,,,1.62
2026-01-08T08:21:17.241573Z,2026-01-08T08:21:17.241573Z,,1815.537,379.866,-22.469,-179.4,-0.123,59.388,,,1.537
2026-01-08T08:21:17.261573Z,2026-01-08T08:21:17.261573Z,,1815.633,379.974,-22.778,-179.317,-0.213,59.451,,,1.56
2026-01-08T08:21:17.281573Z,2026-01-08T08:21:17.281573Z,,1815.819,379.671,-22.945,-179.355,-0.174,59.431,,,1.677
2026-01-08T08:21:17.301573Z,2026-01-08T08:21:17.301573Z,,1815.139,379.213,-22.418,-179.281,-0.187,59.35,,,1.625
2026-01-08T08:21:17.321573Z,2026-01-08T08:21:17.321573Z,,1815.741,379.703,-22.977,-179.285,-0.062,59.384,,,1.642
2026-01-08T08:21:17.341573Z,2026-01-08T08:21:17.341573Z,,1815.479,379.275,-22.066,-179.282,-0.205,59.439,,,1.532
2026-01-08T08:21:17.361573Z,2026-01-08T08:21:17.361573Z,,1815.253,379.133,-22.702,-179.349,-0.129,59.4,,,1.6
2026-01-08T08:21:17.381573Z,2026-01-08T08:21:17.381573Z,,1815.501,379.577,-22.942,-179.359,-0.119,59.405,,,1.663
2026-01-08T08:21:17.401573Z,2026-01-08T08:21:17.401573Z,,1815.877,379.243,-22.167,-179.47,-0.036,59.425,,,1.598
2026-01-08T08:21:17.421573Z,2026-01-08T08:21:17.421573Z,,1815.48,379.132,-22.42,-179.428,-0.222,59.464,,,1.554
2026-01-08T08:21:17.441573Z,2026-01-08T08:21:17.441573Z,,1815.023,379.699,-22.488,-179.289,-0.077,59.393,,,1.659
2026-01-08T08:21:17.461573Z,2026-01-08T08:21:17.461573Z,,1815.502,379.38,-22.932,-179.466,-0.201,59.341,,,1.676
2026-01-08T08:21:17.481573Z,2026-01-08T08:21:17.481573Z,,1815.727,379.967,-22.028,-179.432,-0.063,59.377,,,1.689
2026-01-08T08:21:17.501573Z,2026-01-08T08:21:17.501573Z,,1815.35,379.021,-22.476,-179.393,-0.159,59.419,,,1.679
2026-01-08T08:21:17.521573Z,2026-01-08T08:21:17.521573Z,,1815.596,379.077,-22.178,-179.398,-0.032,59.304,,,1.531
2026-01-08T08:21:17.541573Z,2026-01-08T08:21:17.541573Z,,1815.21,379.802,-22.989,-179.447,-0.053,59.418,,,1.529
2026-01-08T08:21:17.561573Z,2026-01-08T08:21:17.561573Z,,1815.143,379.315,-22.012,-179.327,-0.046,59.324,,,1.525
2026-01-08T08:21:17.581573Z,2026-01-08T08:21:17.581573Z,,1815.495,379.873,-22.254,-179.38,-0.068,59.47,,,1.556
2026-01-08T08:21:17.601573Z,2026-01-08T08:21:17.601573Z,,1815.594,379.914,-22.433,-179.368,-0.173,59.307,,,1.555
2026-01-08T08:21:17.621573Z,2026-01-08T08:21:17.621573Z,,1815.569,379.695,-22.034,-179.346,-0.157,59.445,,,1.627
2026-01-08T08:21:17.641573Z,2026-01-08T08:21:17.641573Z,,1815.294,379.179,-22.764,-179.448,-0.057,59.4,,,1.513
2026-01-08T08:21:17.661573Z,2026-01-08T08:21:17.661573Z,,1815.657,379.438,-22.343,-179.473,-0.073,59.415,,,1.532
2026-01-08T08:21:17.681573Z,2026-01-08T08:21:17.681573Z,,1815.011,379.787,-22.943,-179.357,-0.044,59.475,,,1.651
2026-01-08T08:21:17.701573Z,2026-01-08T08:21:17.701573Z,,1815.976,379.519,-22.907,-179.28,-0.222,59.306,,,1.527
2026-01-08T08:21:17.721573Z,2026-01-08T08:21:17.721573Z,,1815.09,379.219,-22.189,-179.469,-0.137,59.43,,,1.565
2026-01-08T08:21:17.741573Z,2026-01-08T08:21:17.741573Z,,1815.015,379.511,-22.123,-179.459,-0.184,59.297,,,1.629
2026-01-08T08:21:17.761573Z,2026-01-08T08:21:17.761573Z,,1815.179,379.532,-22.713,-179.336,-0.211,59.366,,,1.586
2026-01-08T08:21:17.781573Z,2026-01-08T08:21:17.781573Z,,1815.665,379.439,-22.12,-179.37,-0.206,59.383,,,1.628
2026-01-08T08:21:17.801573Z,2026-01-08T08:21:17.801573Z,,1815.682,379.832,-22.921,-179.441,-0.098,59.412,,,1.679
2026-01-08T08:21:17.821573Z,2026-01-08T08:21:17.821573Z,,1815.143,379.009,-22.392,-179.343,-0.168,59.42,,,1.67
2026-01-08T08:21:17.841573Z,2026-01-08T08:21:17.841573Z,,1815.239,379.929,-22.034,-179.332,-0.14,59.345,,,1.568
2026-01-08T08:21:17.861573Z,2026-01-08T08:21:17.861573Z,,1815.741,379.217,-22.853,-179.323,-0.063,59.482,,,1.67
2026-01-08T08:21:17.881573Z,2026-01-08T08:21:17.881573Z,,1815.115,379.652,-22.479,-179.375,-0.145,59.41,,,1.661
2026-01-08T08:21:17.901573Z,2026-01-08T08:21:17.901573Z,,1815.239,379.163,-22.237,-179.31,-0.187,59.406,,,1.55
2026-01-08T08:21:17.921573Z,2026-01-08T08:21:17.921573Z,,1815.02,379.773,-22.701,-179.469,-0.181,59.433,,,1.688
2026-01-08T08:21:17.941573Z,2026-01-08T08:21:17.941573Z,,1815.703,379.499,-22.587,-179.287,-0.179,59.484,,,1.611
2026-01-08T08:21:17.961573Z,2026-01-08T08:21:17.961573Z,,1815.094,379.361,-22.064,-179.476,-0.111,59.384,,,1.635
2026-01-08T08:21:17.981573Z,2026-01-08T08:21:17.981573Z,,1815.866,379.3,-22.908,-179.45,-0.091,59.483,,,1.662
2026-01-08T08:21:18.001573Z,2026-01-08T08:21:18.001573Z,,1815.68,379.283,-22.987,-179.297,-0.218,59.311,,,1.516
2026-01-08T08:21:18.021573Z,2026-01-08T08:21:18.021573Z,,1815.606,379.64,-22.49,-179.449,-0.093,59.384,,,1.664
2026-01-08T08:21:18.041573Z,2026-01-08T08:21:18.041573Z,,1815.116,379.056,-22.995,-179.28,-0.101,59.326,,,1.554
2026-01-08T08:21:18.061573Z,2026-01-08T08:21:18.061573Z,,1815.372,379.435,-22.821,-179.394,-0.219,59.445,,,1.652
2026-01-08T08:21:18.081573Z,2026-01-08T08:21:18.081573Z,,1815.256,379.564,-22.545,-179.393,-0.176,59.345,,,1.617
2026-01-08T08:21:18.101573Z,2026-01-08T08:21:18.101573Z,,1815.427,379.449,-22.986,-179.466,-0.182,59.361,,,1.697
2026-01-08T08:21:18.121573Z,2026-01-08T08:21:18.121573Z,,1815.083,379.206,-22.862,-179.473,-0.042,59.358,,,1.586
2026-01-08T08:21:18.141573Z,2026-01-08T08:21:18.141573Z,,1815.81,379.439,-22.259,-179.313,-0.054,59.347,,,1.518
2026-01-08T08:21:18.161573Z,2026-01-08T08:21:18.161573Z,,1815.356,379.461,-22.681,-179.426,-0.064,59.369,,,1.666
2026-01-08T08:21:18.181573Z,2026-01-08T08:21:18.181573Z,,1815.612,379.826,-22.731,-179.369,-0.051,59.291,,,1.551
2026-01-08T08:21:18.201573Z,2026-01-08T08:21:18.201573Z,,1815.854,379.161,-22.363,-179.305,-0.115,59.318,,,1.669
2026-01-08T08:21:18.221573Z,2026-01-08T08:21:18.221573Z,,1815.983,379.053,-22.967,-179.305,-0.079,59.451,,,1.594
2026-01-08T08:21:18.241573Z,2026-01-08T08:21:18.241573Z,,1815.017,379.465,-22.939,-179.329,-0.057,59.362,,,1.64
2026-01-08T08:21:18.261573Z,2026-01-08T08:21:18.261573Z,,1815.839,379.534,-22.742,-179.324,-0.182,59.414,,,1.597
2026-01-08T08:21:18.281573Z,2026-01-08T08:21:18.281573Z,,1815.058,379.564,-22.165,-179.432,-0.071,59.474,,,1.613
2026-01-08T08:21:18.301573Z,2026-01-08T08:21:18.301573Z,,1815.79,379.96,-22.061,-179.48,-0.212,59.407,,,1.625
2026-01-08T08:21:18.321573Z,2026-01-08T08:21:18.321573Z,,1815.815,379.916,-22.748,-179.445,-0.154,59.303,,,1.681
2026-01-08T08:21:18.341573Z,2026-01-08T08:21:18.341573Z,,1815.271,379.324,-22.817,-179.462,-0.089,59.366,,,1.662
2026-01-08T08:21:18.361573Z,2026-01-08T08:21:18.361573Z,,1815.395,379.387,-22.69,-179.329,-0.082,59.477,,,1.568
2026-01-08T08:21:18.381573Z,2026-01-08T08:21:18.381573Z,,1815.387,379.855,-22.857,-179.415,-0.122,59.337,,,1.546
2026-01-08T08:21:18.401573Z,2026-01-08T08:21:18.401573Z,,1815.095,379.747,-22.321,-179.322,-0.133,59.318,,,1.606
2026-01-08T08:21:18.421573Z,2026-01-08T08:21:18.421573Z,,1815.702,379.271,-22.655,-179.48,-0.089,59.385,,,1.614
2026-01-08T08:21:18.441573Z,2026-01-08T08:21:18.441573Z,,1815.035,379.997,-22.619,-179.453,-0.192,59.426,,,1.503
2026-01-08T08:21:18.461573Z,2026-01-08T08:21:18.461573Z,,1815.511,379.08,-22.217,-179.343,-0.085,59.34,,,1.574
2026-01-08T08:21:18.481573Z,2026-01-08T08:21:18.481573Z,,1815.36,379.371,-22.412,-179.427,-0.198,59.374,,,1.572
2026-01-08T08:21:18.501573Z,2026-01-08T08:21:18.501573Z,,1815.856,379.632,-22.303,-179.467,-0.055,59.477,,,1.515
2026-01-08T08:21:18.521573Z,2026-01-08T08:21:18.521573Z,,1815.239,379.216,-22.814,-179.458,-0.135,59.379,,,1.581
2026-01-08T08:21:18.541573Z,2026-01-08T08:21:18.541573Z,,1815.771,379.034,-22.072,-179.389,-0.204,59.433,,,1.535
2026-01-08T08:21:18.561573Z,2026-01-08T08:21:18.561573Z,,1815.154,379.779,-22.957,-179.433,-0.144,59.434,,,1.518
2026-01-08T08:21:18.581573Z,2026-01-08T08:21:18.581573Z,,1815.014,379.702,-22.879,-179.449,-0.07,59.443,,,1.635
2026-01-08T08:21:18.601573Z,2026-01-08T08:21:18.601573Z,,1815.738,379.653,-22.066,-179.401,-0.148,59.323,,,1.533
2026-01-08T08:21:18.621573Z,2026-01-08T08:21:18.621573Z,,1815.118,379.359,-22.216,-179.383,-0.141,59.335,,,1.582
2026-01-08T08:21:18.641573Z,2026-01-08T08:21:18.641573Z,,1815.944,379.958,-22.836,-179.329,-0.07,59.402,,,1.676
2026-01-08T08:21:18.661573Z,2026-01-08T08:21:18.661573Z,,1815.009,379.913,-22.84,-179.293,-0.057,59.457,,,1.514
2026-01-08T08:21:18.681573Z,2026-01-08T08:21:18.681573Z,,1815.608,379.599,-22.971,-179.367,-0.122,59.441,,,1.508
2026-01-08T08:21:18.701573Z,2026-01-08T08:21:18.701573Z,,1815.101,379.688,-22.376,-179.418,-0.064,59.391,,,1.633
2026-01-08T08:21:18.721573Z,2026-01-08T08:21:18.721573Z,,1815.314,379.792,-22.394,-179.336,-0.167,59.453,,,1.561
2026-01-08T08:21:18.741573Z,2026-01-08T08:21:18.741573Z,,1815.95,379.276,-22.093,-179.396,-0.056,59.296,,,1.692
