sys_time,timestamp,duration,jbi_name,jbi_line,jbi_step,jbi_frame,jbi_tool,jbi_mode,jbi_status
2026-01-08T08:21:19.661573Z,2026-01-08T08:21:19.661573Z,116.7,WALL_SIDE_TO_SIDE_3,36,0,7,8,Play,Paused
2026-01-08T08:21:20.061573Z,2026-01-08T08:21:20.061573Z,116.7,WALL_SIDE_TO_SIDE_3,32,4,7,8,Play,Paused
2026-01-08T08:21:20.461573Z,2026-01-08T08:21:20.461573Z,116.7,WALL_SIDE_TO_SIDE_3,33,0,7,8,Play,Paused
2026-01-08T08:21:20.861573Z,2026-01-08T08:21:20.861573Z,116.7,WALL_SIDE_TO_SIDE_3,31,4,7,8,Play,Paused
2026-01-08T08:21:21.261573Z,2026-01-08T08:21:21.261573Z,116.7,WALL_SIDE_TO_SIDE_3,31,3,7,8,Play,Paused
2026-01-08T08:21:21.661573Z,2026-01-08T08:21:21.661573Z,116.7,WALL_SIDE_TO_SIDE_3,33,0,7,8,Play,Paused
2026-01-08T08:21:22.061573Z,2026-01-08T08:21:22.061573Z,116.7,WALL_SIDE_TO_SIDE_3,36,2,7,8,Play,Paused
2026-01-08T08:21:22.461573Z,2026-01-08T08:21:22.461573Z,116.7,WALL_SIDE_TO_SIDE_3,39,1,7,8,Play,Paused
2026-01-08T08:21:22.861573Z,2026-01-08T08:21:22.861573Z,116.7,WALL_SIDE_TO_SIDE_3,37,0,7,8,Play,Paused
2026-01-08T08:21:23.261573Z,2026-01-08T08:21:23.261573Z,116.7,WALL_SIDE_TO_SIDE_3,32,2,7,8,Play,Paused
2026-01-08T08:21:23.661573Z,2026-01-08T08:21:23.661573Z,116.7,WALL_SIDE_TO_SIDE_3,39,0,7,8,Play,Paused
2026-01-08T08:21:24.061573Z,2026-01-08T08:21:24.061573Z,116.7,WALL_SIDE_TO_SIDE_3,31,1,7,8,Play,Paused
2026-01-08T08:21:24.461573Z,2026-01-08T08:21:24.461573Z,116.7,WALL_SIDE_TO_SIDE_3,35,3,7,8,Play,Paused
2026-01-08T08:21:24.861573Z,2026-01-08T08:21:24.861573Z,116.7,WALL_SIDE_TO_SIDE_3,39,4,7,8,Play,Paused
2026-01-08T08:21:25.261573Z,2026-01-08T08:21:25.261573Z,116.7,WALL_SIDE_TO_SIDE_3,30,2,7,8,Play,Paused
2026-01-08T08:21:25.661573Z,2026-01-08T08:21:25.661573Z,116.7,WALL_SIDE_TO_SIDE_3,31,0,7,8,Play,Paused
2026-01-08T08:21:26.061573Z,2026-01-08T08:21:26.061573Z,116.7,WALL_SIDE_TO_SIDE_3,38,4,7,8,Play,Paused
2026-01-08T08:21:26.461573Z,2026-01-08T08:21:26.461573Z,116.7,WALL_SIDE_TO_SIDE_3,31,1,7,8,Play,Paused
2026-01-08T08:21:26.861573Z,2026-01-08T08:21:26.861573Z,116.7,WALL_SIDE_TO_SIDE_3,36,1,7,8,Play,Paused
2026-01-08T08:21:27.261573Z,2026-01-08T08:21:27.261573Z,116.7,WALL_SIDE_TO_SIDE_3,32,4,7,8,Play,Paused
2026-01-08T08:21:27.661573Z,2026-01-08T08:21:27.661573Z,116.7,WALL_SIDE_TO_SIDE_3,38,4,7,8,Play,Paused
2026-01-08T08:21:28.061573Z,2026-01-08T08:21:28.061573Z,116.7,WALL_SIDE_TO_SIDE_3,33,0,7,8,Play,Paused
2026-01-08T08:21:28.461573Z,2026-01-08T08:21:28.461573Z,116.7,WALL_SIDE_TO_SIDE_3,39,4,7,8,Play,Paused
2026-01-08T08:21:28.861573Z,2026-01-08T08:21:28.861573Z,116.7,WALL_SIDE_TO_SIDE_3,38,4,7,8,Play,Paused
2026-01-08T08:21:29.261573Z,2026-01-08T08:21:29.261573Z,116.7,WALL_SIDE_TO_SIDE_3,31,3,7,8,Play,Paused
2026-01-08T08:21:29.661573Z,2026-01-08T08:21:29.661573Z,116.7,WALL_SIDE_TO_SIDE_3,36,3,7,8,Play,Paused
2026-01-08T08:21:30.061573Z,2026-01-08T08:21:30.061573Z,116.7,WALL_SIDE_TO_SIDE_3,39,0,7,8,Play,Paused
2026-01-08T08:21:30.461573Z,2026-01-08T08:21:30.461573Z,116.7,WALL_SIDE_TO_SIDE_3,37,0,7,8,Play,Paused
2026-01-08T08:21:30.861573Z,2026-01-08T08:21:30.861573Z,116.7,WALL_SIDE_TO_SIDE_3,37,4,7,8,Play,Paused
2026-01-08T08:21:31.261573Z,2026-01-08T08:21:31.261573Z,116.7,WALL_SIDE_TO_SIDE_3,39,3,7,8,Play,Paused
2026-01-08T08:21:31.661573Z,2026-01-08T08:21:31.661573Z,116.7,WALL_SIDE_TO_SIDE_3,35,2,7,8,Play,Paused
2026-01-08T08:21:32.061573Z,2026-01-08T08:21:32.061573Z,116.7,WALL_SIDE_TO_SIDE_3,30,4,7,8,Play,Paused
2026-01-08T08:21:32.461573Z,2026-01-08T08:21:32.461573Z,116.7,WALL_SIDE_TO_SIDE_3,38,0,7,8,Play,Paused
2026-01-08T08:21:32.861573Z,2026-01-08T08:21:32.861573Z,116.7,WALL_SIDE_TO_SIDE_3,39,0,7,8,Play,Paused
2026-01-08T08:21:33.261573Z,2026-01-08T08:21:33.261573Z,116.7,WALL_SIDE_TO_SIDE_3,32,2,7,8,Play,Paused
2026-01-08T08:21:33.661573Z,2026-01-08T08:21:33.661573Z,116.7,WALL_SIDE_TO_SIDE_3,39,3,7,8,Play,Paused
2026-01-08T08:21:34.061573Z,2026-01-08T08:21:34.061573Z,116.7,WALL_SIDE_TO_SIDE_3,30,0,7,8,Play,Paused
2026-01-08T08:21:34.461573Z,2026-01-08T08:21:34.461573Z,116.7,WALL_SIDE_TO_SIDE_3,31,0,7,8,Play,Paused
2026-01-08T08:21:34.861573Z,2026-01-08T08:21:34.861573Z,116.7,WALL_SIDE_TO_SIDE_3,32,2,7,8,Play,Paused
2026-01-08T08:21:35.261573Z,2026-01-08T08:21:35.261573Z,116.7,WALL_SIDE_TO_SIDE_3,30,4,7,8,Play,Paused
2026-01-08T08:21:35.661573Z,2026-01-08T08:21:35.661573Z,116.7,WALL_SIDE_TO_SIDE_3,31,3,7,8,Play,Paused
2026-01-08T08:21:36.061573Z,2026-01-08T08:21:36.061573Z,116.7,WALL_SIDE_TO_SIDE_3,33,1,7,8,Play,Paused
2026-01-08T08:21:36.461573Z,2026-01-08T08:21:36.461573Z,116.7,WALL_SIDE_TO_SIDE_3,32,4,7,8,Play,Paused
2026-01-08T08:21:36.861573Z,2026-01-08T08:21:36.861573Z,116.7,WALL_SIDE_TO_SIDE_3,34,3,7,8,Play,Paused
2026-01-08T08:21:37.261573Z,2026-01-08T08:21:37.261573Z,116.7,WALL_SIDE_TO_SIDE_3,35,3,7,8,Play,Paused
2026-01-08T08:21:37.661573Z,2026-01-08T08:21:37.661573Z,116.7,WALL_SIDE_TO_SIDE_3,36,3,7,8,Play,Paused
2026-01-08T08:21:38.061573Z,2026-01-08T08:21:38.061573Z,116.7,WALL_SIDE_TO_SIDE_3,38,4,7,8,Play,Paused
2026-01-08T08:21:38.461573Z,2026-01-08T08:21:38.461573Z,116.7,WALL_SIDE_TO_SIDE_3,33,0,7,8,Play,Paused
2026-01-08T08:21:38.861573Z,2026-01-08T08:21:38.861573Z,116.7,WALL_SIDE_TO_SIDE_3,30,4,7,8,Play,Paused
2026-01-08T08:21:39.261573Z,2026-01-08T08:21:39.261573Z,116.7,WALL_SIDE_TO_SIDE_3,32,0,7,8,Play,Paused
2026-01-08T08:21:39.661573Z,2026-01-08T08:21:39.661573Z,116.7,WALL_SIDE_TO_SIDE_3,39,1,7,8,Play,Paused
2026-01-08T08:21:40.061573Z,2026-01-08T08:21:40.061573Z,116.7,WALL_SIDE_TO_SIDE_3,32,2,7,8,Play,Paused
2026-01-08T08:21:40.461573Z,2026-01-08T08:21:40.461573Z,116.7,WALL_SIDE_TO_SIDE_3,33,1,7,8,Play,Paused
2026-01-08T08:21:40.861573Z,2026-01-08T08:21:40.861573Z,116.7,WALL_SIDE_TO_SIDE_3,32,2,7,8,Play,Paused
2026-01-08T08:21:41.261573Z,2026-01-08T08:21:41.261573Z,116.7,WALL_SIDE_TO_SIDE_3,35,4,7,8,Play,Paused
2026-01-08T08:21:41.661573Z,2026-01-08T08:21:41.661573Z,116.7,WALL_SIDE_TO_SIDE_3,37,3,7,8,Play,Paused
2026-01-08T08:21:42.061573Z,2026-01-08T08:21:42.061573Z,116.7,WALL_SIDE_TO_SIDE_3,33,0,7,8,Play,Paused
2026-01-08T08:21:42.461573Z,2026-01-08T08:21:42.461573Z,116.7,WALL_SIDE_TO_SIDE_3,37,4,7,8,Play,Paused
2026-01-08T08:21:42.861573Z,2026-01-08T08:21:42.861573Z,116.7,WALL_SIDE_TO_SIDE_3,38,2,7,8,Play,Paused
2026-01-08T08:21:43.261573Z,2026-01-08T08:21:43.261573Z,116.7,WALL_SIDE_TO_SIDE_3,34,4,7,8,Play,Paused
2026-01-08T08:21:43.661573Z,2026-01-08T08:21:43.661573Z,116.7,WALL_SIDE_TO_SIDE_3,37,0,7,8,Play,Paused
2026-01-08T08:21:44.061573Z,2026-01-08T08:21:44.061573Z,116.7,WALL_SIDE_TO_SIDE_3,36,4,7,8,Play,Paused
2026-01-08T08:21:44.461573Z,2026-01-08T08:21:44.461573Z,116.7,WALL_SIDE_TO_SIDE_3,38,4,7,8,Play,Paused
2026-01-08T08:21:44.861573Z,2026-01-08T08:21:44.861573Z,116.7,WALL_SIDE_TO_SIDE_3,38,3,7,8,Play,Paused
2026-01-08T08:21:45.261573Z,2026-01-08T08:21:45.261573Z,116.7,WALL_SIDE_TO_SIDE_3,36,3,7,8,Play,Paused
2026-01-08T08:21:45.661573Z,2026-01-08T08:21:45.661573Z,116.7,WALL_SIDE_TO_SIDE_3,33,3,7,8,Play,Paused
2026-01-08T08:21:46.061573Z,2026-01-08T08:21:46.061573Z,116.7,WALL_SIDE_TO_SIDE_3,34,3,7,8,Play,Paused
2026-01-08T08:21:46.461573Z,2026-01-08T08:21:46.461573Z,116.7,WALL_SIDE_TO_SIDE_3,34,1,7,8,Play,Paused
2026-01-08T08:21:46.861573Z,2026-01-08T08:21:46.861573Z,116.7,WALL_SIDE_TO_SIDE_3,30,3,7,8,Play,Paused
2026-01-08T08:21:47.261573Z,2026-01-08T08:21:47.261573Z,116.7,WALL_SIDE_TO_SIDE_3,30,2,7,8,Play,Paused
2026-01-08T08:21:47.661573Z,2026-01-08T08:21:47.661573Z,116.7,WALL_SIDE_TO_SIDE_3,31,1,7,8,Play,Paused
2026-01-08T08:21:48.061573Z,2026-01-08T08:21:48.061573Z,116.7,WALL_SIDE_TO_SIDE_3,38,2,7,8,Play,Paused
2026-01-08T08:21:48.461573Z,2026-01-08T08:21:48.461573Z,116.7,WALL_SIDE_TO_SIDE_3,37,0,7,8,Play,Paused
2026-01-08T08:21:48.861573Z,2026-01-08T08:21:48.861573Z,116.7,WALL_SIDE_TO_SIDE_3,30,3,7,8,Play,Paused
2026-01-08T08:21:49.261573Z,2026-01-08T08:21:49.261573Z,116.7,WALL_SIDE_TO_SIDE_3,30,1,7,8,Play,Paused
2026-01-08T08:21:49.661573Z,2026-01-08T08:21:49.661573Z,116.7,WALL_SIDE_TO_SIDE_3,36,2,7,8,Play,Paused
2026-01-08T08:21:50.061573Z,2026-01-08T08:21:50.061573Z,116.7,WALL_SIDE_TO_SIDE_3,34,0,7,8,Play,Paused
2026-01-08T08:21:50.461573Z,2026-01-08T08:21:50.461573Z,116.7,WALL_SIDE_TO_SIDE_3,36,2,7,8,Play,Paused
2026-01-08T08:21:50.861573Z,2026-01-08T08:21:50.861573Z,116.7,WALL_SIDE_TO_SIDE_3,30,1,7,8,Play,Paused
2026-01-08T08:21:51.261573Z,2026-01-08T08:21:51.261573Z,116.7,WALL_SIDE_TO_SIDE_3,31,2,7,8,Play,Paused
2026-01-08T08:21:51.661573Z,2026-01-08T08:21:51.661573Z,116.7,WALL_SIDE_TO_SIDE_3,31,0,7,8,Play,Paused
2026-01-08T08:21:52.061573Z,2026-01-08T08:21:52.061573Z,116.7,WALL_SIDE_TO_SIDE_3,35,2,7,8,Play,Paused
2026-01-08T08:21:52.461573Z,2026-01-08T08:21:52.461573Z,116.7,WALL_SIDE_TO_SIDE_3,30,2,7,8,Play,Paused
2026-01-08T08:21:52.861573Z,2026-01-08T08:21:52.861573Z,116.7,WALL_SIDE_TO_SIDE_3,31,4,7,8,Play,Paused
2026-01-08T08:21:53.261573Z,2026-01-08T08:21:53.261573Z,116.7,WALL_SIDE_TO_SIDE_3,30,0,7,8,Play,Paused
2026-01-08T08:21:53.661573Z,2026-01-08T08:21:53.661573Z,116.7,WALL_SIDE_TO_SIDE_3,33,2,7,8,Play,Paused
2026-01-08T08:21:54.061573Z,2026-01-08T08:21:54.061573Z,116.7,WALL_SIDE_TO_SIDE_3,33,1,7,8,Play,Paused
2026-01-08T08:21:54.461573Z,2026-01-08T08:21:54.461573Z,116.7,WALL_SIDE_TO_SIDE_3,34,0,7,8,Play,Paused
2026-01-08T08:21:54.861573Z,2026-01-08T08:21:54.861573Z,133.6,WALL_SIDE_TO_SIDE_3,37,1,7,8,Manual,Running
2026-01-08T08:21:55.261573Z,2026-01-08T08:21:55.261573Z,133.6,WALL_SIDE_TO_SIDE_3,34,1,7,8,Manual,Running
2026-01-08T08:21:55.661573Z,2026-01-08T08:21:55.661573Z,133.6,WALL_SIDE_TO_SIDE_3,38,2,7,8,Manual,Running
2026-01-08T08:21:56.061573Z,2026-01-08T08:21:56.061573Z,133.6,WALL_SIDE_TO_SIDE_3,34,0,7,8,Manual,Running
2026-01-08T08:21:56.461573Z,2026-01-08T08:21:56.461573Z,133.6,WALL_SIDE_TO_SIDE_3,38,3,7,8,Manual,Running
2026-01-08T08:21:56.861573Z,2026-01-08T08:21:56.861573Z,133.6,WALL_SIDE_TO_SIDE_3,37,0,7,8,Manual,Running
2026-01-08T08:21:57.261573Z,2026-01-08T08:21:57.261573Z,133.6,WALL_SIDE_TO_SIDE_3,37,1,7,8,Manual,Running
2026-01-08T08:21:57.661573Z,2026-01-08T08:21:57.661573Z,133.6,WALL_SIDE_TO_SIDE_3,32,0,7,8,Manual,Running
2026-01-08T08:21:58.061573Z,2026-01-08T08:21:58.061573Z,133.6,WALL_SIDE_TO_SIDE_3,30,4,7,8,Manual,Running
2026-01-08T08:21:58.461573Z,2026-01-08T08:21:58.461573Z,133.6,WALL_SIDE_TO_SIDE_3,36,1,7,8,Manual,Running
2026-01-08T08:21:58.861573Z,2026-01-08T08:21:58.861573Z,133.6,WALL_SIDE_TO_SIDE_3,35,0,7,8,Manual,Running
2026-01-08T08:21:59.261573Z,2026-01-08T08:21:59.261573Z,133.6,WALL_SIDE_TO_SIDE_3,39,1,7,8,Manual,Running
2026-01-08T08:21:59.661573Z,2026-01-08T08:21:59.661573Z,133.6,WALL_SIDE_TO_SIDE_3,39,4,7,8,Manual,Running
2026-01-08T08:22:00.061573Z,2026-01-08T08:22:00.061573Z,133.6,WALL_SIDE_TO_SIDE_3,38,1,7,8,Manual,Running
2026-01-08T08:22:00.461573Z,2026-01-08T08:22:00.461573Z,133.6,WALL_SIDE_TO_SIDE_3,35,0,7,8,Manual,Running
2026-01-08T08:22:00.861573Z,2026-01-08T08:22:00.861573Z,133.6,WALL_SIDE_TO_SIDE_3,38,4,7,8,Manual,Running
2026-01-08T08:22:01.261573Z,2026-01-08T08:22:01.261573Z,133.6,WALL_SIDE_TO_SIDE_3,30,1,7,8,Manual,Running
2026-01-08T08:22:01.661573Z,2026-01-08T08:22:01.661573Z,133.6,WALL_SIDE_TO_SIDE_3,36,0,7,8,Manual,Running
2026-01-08T08:22:02.061573Z,2026-01-08T08:22:02.061573Z,133.6,WALL_SIDE_TO_SIDE_3,32,4,7,8,Manual,Running
2026-01-08T08:22:02.461573Z,2026-01-08T08:22:02.461573Z,133.6,WALL_SIDE_TO_SIDE_3,31,2,7,8,Manual,Running
2026-01-08T08:22:02.861573Z,2026-01-08T08:22:02.861573Z,133.6,WALL_SIDE_TO_SIDE_3,36,2,7,8,Manual,Running
2026-01-08T08:22:03.261573Z,2026-01-08T08:22:03.261573Z,133.6,WALL_SIDE_TO_SIDE_3,39,0,7,8,Manual,Running
2026-01-08T08:22:03.661573Z,2026-01-08T08:22:03.661573Z,133.6,WALL_SIDE_TO_SIDE_3,37,0,7,8,Manual,Running
2026-01-08T08:22:04.061573Z,2026-01-08T08:22:04.061573Z,133.6,WALL_SIDE_TO_SIDE_3,33,4,7,8,Manual,Running
2026-01-08T08:22:04.461573Z,2026-01-08T08:22:04.461573Z,133.6,WALL_SIDE_TO_SIDE_3,35,0,7,8,Manual,Running
2026-01-08T08:22:04.861573Z,2026-01-08T08:22:04.861573Z,133.6,WALL_SIDE_TO_SIDE_3,31,4,7,8,Manual,Running
2026-01-08T08:22:05.261573Z,2026-01-08T08:22:05.261573Z,133.6,WALL_SIDE_TO_SIDE_3,38,2,7,8,Manual,Running
2026-01-08T08:22:05.661573Z,2026-01-08T08:22:05.661573Z,133.6,WALL_SIDE_TO_SIDE_3,31,2,7,8,Manual,Running
2026-01-08T08:22:06.061573Z,2026-01-08T08:22:06.061573Z,133.6,WALL_SIDE_TO_SIDE_3,37,4,7,8,Manual,Running
2026-01-08T08:22:06.461573Z,2026-01-08T08:22:06.461573Z,133.6,WALL_SIDE_TO_SIDE_3,36,0,7,8,Manual,Running
2026-01-08T08:22:06.861573Z,2026-01-08T08:22:06.861573Z,133.6,WALL_SIDE_TO_SIDE_3,30,2,7,8,Manual,Running
2026-01-08T08:22:07.261573Z,2026-01-08T08:22:07.261573Z,133.6,WALL_SIDE_TO_SIDE_3,35,4,7,8,Manual,Running
2026-01-08T08:22:07.661573Z,2026-01-08T08:22:07.661573Z,133.6,WALL_SIDE_TO_SIDE_3,39,3,7,8,Manual,Running
2026-01-08T08:22:08.061573Z,2026-01-08T08:22:08.061573Z,133.6,WALL_SIDE_TO_SIDE_3,35,0,7,8,Manual,Running
2026-01-08T08:22:08.461573Z,2026-01-08T08:22:08.461573Z,133.6,WALL_SIDE_TO_SIDE_3,31,2,7,8,Manual,Running
2026-01-08T08:22:08.861573Z,2026-01-08T08:22:08.861573Z,133.6,WALL_SIDE_TO_SIDE_3,32,1,7,8,Manual,Running
2026-01-08T08:22:09.261573Z,2026-01-08T08:22:09.261573Z,133.6,WALL_SIDE_TO_SIDE_3,31,0,7,8,Manual,Running
2026-01-08T08:22:09.661573Z,2026-01-08T08:22:09.661573Z,133.6,WALL_SIDE_TO_SIDE_3,34,1,7,8,Manual,Running
2026-01-08T08:22:10.061573Z,2026-01-08T08:22:10.061573Z,133.6,WALL_SIDE_TO_SIDE_3,34,0,7,8,Manual,Running
2026-01-08T08:22:10.461573Z,2026-01-08T08:22:10.461573Z,133.6,WALL_SIDE_TO_SIDE_3,39,2,7,8,Manual,Running
2026-01-08T08:22:10.861573Z,2026-01-08T08:22:10.861573Z,133.6,WALL_SIDE_TO_SIDE_3,33,1,7,8,Manual,Running
2026-01-08T08:22:11.261573Z,2026-01-08T08:22:11.261573Z,133.6,WALL_SIDE_TO_SIDE_3,33,0,7,8,Manual,Running
2026-01-08T08:22:11.661573Z,2026-01-08T08:22:11.661573Z,133.6,WALL_SIDE_TO_SIDE_3,39,0,7,8,Manual,Running
2026-01-08T08:22:12.061573Z,2026-01-08T08:22:12.061573Z,133.6,WALL_SIDE_TO_SIDE_3,35,0,7,8,Manual,Running
2026-01-08T08:22:12.461573Z,2026-01-08T08:22:12.461573Z,133.6,WALL_SIDE_TO_SIDE_3,37,1,7,8,Manual,Running
2026-01-08T08:22:12.861573Z,2026-01-08T08:22:12.861573Z,133.6,WALL_SIDE_TO_SIDE_3,35,3,7,8,Manual,Running
2026-01-08T08:22:13.261573Z,2026-01-08T08:22:13.261573Z,133.6,WALL_SIDE_TO_SIDE_3,37,3,7,8,Manual,Running
2026-01-08T08:22:13.661573Z,2026-01-08T08:22:13.661573Z,133.6,WALL_SIDE_TO_SIDE_3,30,3,7,8,Manual,Running
2026-01-08T08:22:14.061573Z,2026-01-08T08:22:14.061573Z,133.6,WALL_SIDE_TO_SIDE_3,37,4,7,8,Manual,Running
2026-01-08T08:22:14.461573Z,2026-01-08T08:22:14.461573Z,133.6,WALL_SIDE_TO_SIDE_3,32,1,7,8,Manual,Running
2026-01-08T08:22:14.861573Z,2026-01-08T08:22:14.861573Z,133.6,WALL_SIDE_TO_SIDE_3,32,3,7,8,Manual,Running
2026-01-08T08:22:15.261573Z,2026-01-08T08:22:15.261573Z,133.6,WALL_SIDE_TO_SIDE_3,30,1,7,8,Manual,Running
2026-01-08T08:22:15.661573Z,2026-01-08T08:22:15.661573Z,133.6,WALL_SIDE_TO_SIDE_3,30,3,7,8,Manual,Running
2026-01-08T08:22:16.061573Z,2026-01-08T08:22:16.061573Z,133.6,WALL_SIDE_TO_SIDE_3,38,0,7,8,Manual,Running
2026-01-08T08:22:16.461573Z,2026-01-08T08:22:16.461573Z,133.6,WALL_SIDE_TO_SIDE_3,36,3,7,8,Manual,Running
2026-01-08T08:22:16.861573Z,2026-01-08T08:22:16.861573Z,133.6,WALL_SIDE_TO_SIDE_3,35,4,7,8,Manual,Running
2026-01-08T08:22:17.261573Z,2026-01-08T08:22:17.261573Z,133.6,WALL_SIDE_TO_SIDE_3,36,0,7,8,Manual,Running
2026-01-08T08:22:17.661573Z,2026-01-08T08:22:17.661573Z,133.6,WALL_SIDE_TO_SIDE_3,33,3,7,8,Manual,Running
2026-01-08T08:22:18.061573Z,2026-01-08T08:22:18.061573Z,133.6,WALL_SIDE_TO_SIDE_3,34,3,7,8,Manual,Running
2026-01-08T08:22:18.461573Z,2026-01-08T08:22:18.461573Z,133.6,WALL_SIDE_TO_SIDE_3,39,1,7,8,Manual,Running
2026-01-08T08:22:18.861573Z,2026-01-08T08:22:18.861573Z,133.6,WALL_SIDE_TO_SIDE_3,35,2,7,8,Manual,Running
2026-01-08T08:22:19.261573Z,2026-01-08T08:22:19.261573Z,133.6,WALL_SIDE_TO_SIDE_3,34,1,7,8,Manual,Running
2026-01-08T08:22:19.661573Z,2026-01-08T08:22:19.661573Z,133.6,WALL_SIDE_TO_SIDE_3,39,3,7,8,Manual,Running
2026-01-08T08:22:20.061573Z,2026-01-08T08:22:20.061573Z,133.6,WALL_SIDE_TO_SIDE_3,38,1,7,8,Manual,Running
2026-01-08T08:22:20.461573Z,2026-01-08T08:22:20.461573Z,133.6,WALL_SIDE_TO_SIDE_3,36,3,7,8,Manual,Running
2026-01-08T08:22:20.861573Z,2026-01-08T08:22:20.861573Z,133.6,WALL_SIDE_TO_SIDE_3,38,1,7,8,Manual,Running
2026-01-08T08:22:21.261573Z,2026-01-08T08:22:21.261573Z,133.6,WALL_SIDE_TO_SIDE_3,33,4,7,8,Manual,Running
2026-01-08T08:22:21.661573Z,2026-01-08T08:22:21.661573Z,133.6,WALL_SIDE_TO_SIDE_3,30,3,7,8,Manual,Running
2026-01-08T08:22:22.061573Z,2026-01-08T08:22:22.061573Z,133.6,WALL_SIDE_TO_SIDE_3,39,3,7,8,Manual,Running
2026-01-08T08:22:22.461573Z,2026-01-08T08:22:22.461573Z,133.6,WALL_SIDE_TO_SIDE_3,34,0,7,8,Manual,Running
2026-01-08T08:22:22.861573Z,2026-01-08T08:22:22.861573Z,133.6,WALL_SIDE_TO_SIDE_3,33,0,7,8,Manual,Running
2026-01-08T08:22:23.261573Z,2026-01-08T08:22:23.261573Z,133.6,WALL_SIDE_TO_SIDE_3,39,4,7,8,Manual,Running
2026-01-08T08:22:23.661573Z,2026-01-08T08:22:23.661573Z,133.6,WALL_SIDE_TO_SIDE_3,31,2,7,8,Manual,Running
2026-01-08T08:22:24.061573Z,2026-01-08T08:22:24.061573Z,133.6,WALL_SIDE_TO_SIDE_3,33,4,7,8,Manual,Running
2026-01-08T08:22:24.461573Z,2026-01-08T08:22:24.461573Z,133.6,WALL_SIDE_TO_SIDE_3,39,1,7,8,Manual,Running
2026-01-08T08:22:24.861573Z,2026-01-08T08:22:24.861573Z,133.6,WALL_SIDE_TO_SIDE_3,32,2,7,8,Manual,Running
2026-01-08T08:22:25.261573Z,2026-01-08T08:22:25.261573Z,133.6,WALL_SIDE_TO_SIDE_3,37,2,7,8,Manual,Running
2026-01-08T08:22:25.661573Z,2026-01-08T08:22:25.661573Z,133.6,WALL_SIDE_TO_SIDE_3,36,3,7,8,Manual,Running
2026-01-08T08:22:26.061573Z,2026-01-08T08:22:26.061573Z,133.6,WALL_SIDE_TO_SIDE_3,33,0,7,8,Manual,Running
2026-01-08T08:22:26.461573Z,2026-01-08T08:22:26.461573Z,133.6,WALL_SIDE_TO_SIDE_3,31,2,7,8,Manual,Running
2026-01-08T08:22:26.861573Z,2026-01-08T08:22:26.861573Z,133.6,WALL_SIDE_TO_SIDE_3,37,0,7,8,Manual,Running
2026-01-08T08:22:27.261573Z,2026-01-08T08:22:27.261573Z,133.6,WALL_SIDE_TO_SIDE_3,30,4,7,8,Manual,Running
2026-01-08T08:22:27.661573Z,2026-01-08T08:22:27.661573Z,133.6,WALL_SIDE_TO_SIDE_3,34,0,7,8,Manual,Running
2026-01-08T08:22:28.061573Z,2026-01-08T08:22:28.061573Z,133.6,WALL_SIDE_TO_SIDE_3,31,1,7,8,Manual,Running
2026-01-08T08:22:28.461573Z,2026-01-08T08:22:28.461573Z,133.6,WALL_SIDE_TO_SIDE_3,34,2,7,8,Manual,Running
2026-01-08T08:22:28.861573Z,2026-01-08T08:22:28.861573Z,133.6,WALL_SIDE_TO_SIDE_3,39,4,7,8,Manual,Running
2026-01-08T08:22:29.261573Z,2026-01-08T08:22:29.261573Z,133.6,WALL_SIDE_TO_SIDE_3,38,0,7,8,Manual,Running
